drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
unknown,Herr SCHARFMESSER,M,barber,,"Herr Scharfmesser.
's isch doch efange züe arg, wie d'G'chàfte ne so
                        schlecht geh'n!... Wer hätt das glaübt vor ebbe-n-e
                        zeh' Johr? Ich, Meister Scharfmesser, wo doch vo jeher
                        ein vo de-n-erste Balwierer gsi bi wit un breit, wo
                        alles mache ka: Zähn üszieh, Schràpfe, z'Oder lo,
                        Dampfbäder gà, oh! fir d'Lit mache z'schwitze, bin ich
                        allewil e Meister gsi! im Zähn üszieh isch mr no nie
                        Kein vorku; we me ne so Instrumente hat
",83,9,0.03646264698493715,0.10843373493975904
unknown,HANS,M,barber_apprentice,,"Hans.
(packt sine Rasiermesser un e Sach üs un legt alles uf dr Tisch).
Isch's e Wunder, Meister!... Wo-n-i züem Herr
                        Pappedeckel ku bi un ha mine Messer üse g'nu, so hat er
                        sich höflig bedankt un hat g'sàit, er thàt sich jetz
                        selbscht rasiere bi dàne schlechte Zite...
",54,7,0.11042857142857143,0.12962962962962962
unknown,Herr SCHARFMESSER,M,barber,,"Herr Scharfmesser.
Was ha-n-ich g'sàit, 's isch nimmig züem üshalte!... A
                        propos, Hans, De weisch, ass ich im Sinn ha, mich
                        z'ruck z'zieh!... das wàr jetz so ne G'schaftle fir
                        Dich... zeig, hasch kei alte Tante, wo De-n-emol erbsch
                        un wo Dr viellicht thàt 's Geld vorstrecke?
",53,6,0.2045364502770456,0.11320754716981132
unknown,HANS,M,barber_apprentice,,"Hans.
O, liewer Meister! wenn alle Misle z'Grund giengte, so
                        thàt ich nitt emol e Wàdele-n-erwe!
",19,2,0.0,0.10526315789473684
unknown,Herr SCHARFMESSER,M,barber,,"Herr Scharfmesser.
Süech Dr e riche Fraü, anstatt im alte Bemol, im
                        Clavierstimmer, siner Tochter noz'laüfe, er will jo
                        ohnedem nit wisse vo Dr, so lang as D'nitt etabliert
                        bisch...

            
",31,5,0.0,0.16129032258064516
unknown,HANS,M,barber_apprentice,,"Hans.
Was wànn Se halt, Meister, ich weiss das alles, awer ich
                        ha halt 's Trinele gern, denn 's heisst o Trinele, wie
                        Ihre Tochter... O was hat die fir schöne Aüge... nitt
                        Ihre Tochter, das heisst, doch, Ihre Tochter hat o
                        schöne Aüge... awer, 's Trinele erscht!... in's Herr
                        Ducommun's ihre Lumière électrique isch nur e Narr
                        drgege!...
",61,12,0.048249999999999994,0.19672131147540983
unknown,Herr SCHARFMESSER,M,barber,,"Herr Scharfmesser.
Allons, allons, Hans, gib Achtung, ass De nitt emol
                        agehsch dra...
",13,2,0.0,0.15384615384615385
unknown,HANS,M,barber_apprentice,,"Hans.
O, ich versicher Sie, Meister
",6,2,0.0,0.3333333333333333
unknown,Herr SCHARFMESSER,M,barber,,"Herr Scharfmesser.
Versicher Dü Dich, 's isch g'scheidter...
",8,2,0.0,0.25
unknown,HANS,M,barber_apprentice,,"Hans
(rieft em no)
Verlehn Sie sich uf mich, Meister!
",12,2,0.0,0.16666666666666666
unknown,HANS,M,barber_apprentice,,"Hans
(allei)
Das isch jetz alles güet, awer mit dem allem bin ich
                        noch allewil nitt Millionär!... Oh, das Geld... nur
                        allewil Geld... ich wott jo keins verlange, kei Geld,
                        wenn ich nur mi Trinele hätt...
",38,8,0.048875,0.21052631578947367
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Gsang
(Du, Du liegst...)

            

            
(Dr Herr Bemol kunnt hinte ine rechts)
Eh, tiens dr Meister Bemol, wie geht's, Schwiegervater,
                        was macht Ihr Töchterle ?...
",28,5,0.0468,0.17857142857142858
unknown,Herr BEMOL,M,piano_tuner,,"Herr Bemol.
So lang as Dü nitt etabliert bisch, Hans, so isch nit
                        z'mache... un züedem, obschon mi Trinele nit hat, so
                        isch's doch e schöne Jumpfere, wo viellicht noch e
                        güete Parthie ka mache... Doch, '5 handelt sich jetz
                        nitt um das... ich soll ku in dr Jumpfer Scharfmesser
                        ihr Klavier stimme... isch se d'heim?
",59,8,0.078125,0.13559322033898305
unknown,HANS,M,barber_apprentice,,"Hans
(fir sich)
's weisst's gwiss Nieme besser as ich, ass 's Trinele ne
                        scheene Jumpfere isch...
",20,4,0.0,0.2
unknown,Herr BEMOL,M,piano_tuner,,"Herr Bemol
(allei)
Do geht's efange grossartig züe, siter ass die
                        Scharfmesser g'erbt hàn!... D'Tochter, die hat jetz e
                        Klavier un macht eim z'warte, we me's soll ku stimme...
                        Se-n-isch halt jetz e güete Parthie un isch g'wöhnt,
                        ass ihr alle Lit dr Hof mache, un do thüet sie sich
                        alles erlaüwe... D'Madame, wo vorher scho alle Lit vo
                        owe-n-awe bschaüt hat, weisst jetz gar nimm, wie se dr
                        Kopf hewe will. Dr Herr Scharfmesser hat scho ebbes
                        miesse üshalte siter ass er g'hirothe-n-isch... er isch
                        sunscht e güeter Mann un doch isch ihm jetz si Handwerk
                        nimm güet gnüe... Oh! wenn ich eso ne Gschàftle hàtt,
                        anstatt miesse geh Klavier stimme!...

            

            

            
(Dr Herr Lindeblüescht kunnt hinte-n-ine, rechts)
Tiens, 's kunnt ebber
",139,17,0.008705882352941176,0.1223021582733813
unknown,Herr LINDEBLÜESCHT,M,,,"Herr Lindeblüescht
(fir sich)
Ah! will jetz dr Herr Scharfmesser grad allei isch, so
                        will i d'Glegeheit profetiere
",21,6,0.0,0.2857142857142857
unknown,Herr BEMOL,M,piano_tuner,,"Herr Bemol
(verwundert)
Mi Tochter?..... mi Trinele?..... weisst sie ebbes
                        dervo?.....
",13,2,0.0,0.15384615384615385
unknown,Herr LINDEBLÜESCHT,M,,,"Herr Lindeblüescht.
Ihr Tochter selbst... Sie hat mir d'Erlaübniss gà, mit
                        Ihne z'rede bi dr erste G'legeheit, un wil sie sich
                        jetz grad presentiert....
",26,5,0.0,0.19230769230769232
unknown,Herr BEMOL,M,piano_tuner,,"Herr Bemol
(fir sich)
Das isch sunderbar, ass er do ane kunnt, fir mit mr
                        z'rede.
",19,4,0.1445,0.21052631578947367
